Molecule Name,PUBCHEM_CID,SMILES,rdkit_smiles,alquist..24.hours.10.uM.screen..1A.and.2B..1A..OD.,alquist..24.hours.10.uM.screen..1A.and.2B..2B..OD.,alquist..24.hours.1.uM.screen..1A.and.2B..1A..OD.,alquist..24.hours.1.uM.screen..1A.and.2B..2B..OD.,alquist..KBA01..1A...negative.control....,alquist..KBA01..2B...negative.control....,hoskins..AFUMSF3B1..OD600...negative.control....,hull..10h.Germination.FDA.4.plates..NanoLuc...negative.control....,hull..10h.Germination.FDA.4.plates..OD600...negative.control....,hull..12h.Yeast.9.30.16..OD600...negative.control....,hull..22h.Germination.10.6.16..OD600...inhibition....,hull..22h.Germination.10.6.16..OD600...negative.control....,hull..22h.Germination.9.30.16..OD600...inhibition....,hull..22h.Germination.9.30.16..OD600...negative.control....,hull..OD600.measurement..OD600,hull..Selleck.FDA..Nano.Glo..LUC.,hull..Selleck.FDA.for.yeast.construct..Nano.Glo..LUC.,hull..Copy.of.Selleck.FDA.1.for.06.2015.NanoLuc.OD..Nano.Glo..LUC.,hull..Copy.of.Selleck.FDA.1.for.06.2015.NanoLuc.OD..OD600,keck..AlphaScreen.KpnDnaG..Intensity..Counts.,keck..AlphaScreen.KpnPriA..Intensity..Counts.,keck..FDA.primary.screen..OD600...negative.control....,keck..FP.KpnDnaG..FP..mP.,keck..FP.KpnPriA..FP..mP.,keck..KpnPriA.Alphascreen...AV..Intensity...negative.control....,senes..Alpha.screen.raw..Alpha..Rlu.,xing..MTDH.SND1.for.FDA..RATIO
SMSSF-0491423,71354,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2)C(O)=O,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491424,5362420,COC(=O)CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C1=CC=C([C@@H](C(=O)OC)[C@@]31C)C(=O)OC,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,1,1,0
SMSSF-0491425,148192,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491426,6918537,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491427,135546504,NC1=NC(=O)C2=C(N1)N(C=N2)C1C[C@H](O)[C@@H](CO)C1=C,C=C1C(n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491428,444254,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491429,11431811,[H][C@]12C[C@@H](C[C@]([H])([C@H]3O[C@@H]13)[N+]2(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491430,5281081,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491431,60852,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491432,238053,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491433,66553156,CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O,CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491434,7436,CNCC(=O)C1=CC(O)=C(O)C=C1,CNCC(=O)c1ccc(O)c(O)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491435,164522,OC(=O)CCCN1CCC(CC1)O[C@@H](C1=CC=C(Cl)C=C1)C1=NC=CC=C1,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491436,11556711,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491437,135415867,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NC(=O)ON1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491438,5282459,COC1=CC(\C=C\C(=O)N2CCN(CC(=O)N3CCCC3)CC2)=CC(OC)=C1OC,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491439,92974,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491440,72093,CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,1,0,0,0,,,0,1,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491441,65948,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491442,154059,[H][C@@]1(CN2CCC1CC2)OC(=O)N1CCC2=C(C=CC=C2)[C@@H]1C1=CC=CC=C1,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491443,10178705,[H][C@@]1(N)CCCCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0,0,0,0,,,0,0,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491444,44602,NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491445,71295847,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](NCCN)NC(=O)[C@]1([H])[C@@H](O)CCN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN)NC(=O)CCCCCCCC[C@H](C)C[C@H](C)CC)[C@@H](C)O,CC[C@@H](C)C[C@@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,1,1,1,1,,,0,0,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491446,5311068,C[C@H](C1=CN=CN1)C1=CC=CC(C)=C1C,Cc1cccc([C@H](C)c2cnc[nH]2)c1C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491447,193962,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491448,130904,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,1,0,0,,,0,0,,0,,0,,0,,,,,0,0,1,0,0,0,0,1,0
SMSSF-0491449,6918554,CCC1=CC2=C(CC(C2)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1CC,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491450,213046,[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(C[C@@H]3CCCC[C@H]3CN3CCN(CC3)C3=NSC4=C3C=CC=C4)C(=O)[C@]21[H],O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491451,56928061,[H][C@@]12OC3(O[C@]1([H])[C@H](O[C@]1([H])[C@@H](O)[C@H](N)C[C@H](NC)[C@H]1O)O[C@H](CO)[C@@H]2O)O[C@]([H])([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]3O,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,0,0,0,0,,,0,0,,1,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491452,135413538,C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491453,123606,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491454,125564,CCN1CCN(CC1)C1=CC(C2=CC=C(F)C=C2)=C2CCCCCCC2=N1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491455,132999,COC1=CC2=C(CC(=O)N(CCCN(C)C[C@H]3CC4=CC(OC)=C(OC)C=C34)CC2)C=C1OC,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491456,56032,CC1=C(C)C(CC2=CNC=N2)=CC=C1,Cc1cccc(Cc2c[nH]cn2)c1C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491457,62887,COC1=CC=C(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC=C(OC)C(OC)=C2)C=C1OC,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491458,121493665,CCC(C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC([O-])=O)C(=O)N[C@@H](C(C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC([O-])=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)C(C)CC,CCC(C)[C@H](N)C1=NCC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CCCN)NC2=O)C(C)CC)S1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,1,0,0
SMSSF-0491459,115100,O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,O=C(Nc1ccc2c(=O)cc(-c3nnn[nH]3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491460,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C1=CC=CC=C1,COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491461,5283731,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491462,11243969,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491463,4888,CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491464,8567,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491465,456389,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491466,51755,ClC1=CC=C(C(CN2C=CN=C2)OCC2=CC=C(SC3=CC=CC=C3)C=C2)C(Cl)=C1,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,1,1,1,1,,,1,1,,1,,1,,1,,,,,1,0,0,1,0,0,0,0,0
SMSSF-0491467,5042,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491468,5483,CC(S)C(=O)NCC(O)=O,CC(S)C(=O)NCC(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491469,65958,CNC1CCCN(C1)C1=C(OC)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491470,5282136,O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491471,25897907,[H][C@@]12CN(C[C@]1([H])CCCC2)C(=O)C[C@H](CC1=CC=CC=C1)C([O-])=O,O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491472,616236,CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491473,17589822,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,1,0,0,1,0,0
SMSSF-0491474,91270,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491475,153994,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491476,56330,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491477,77991,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0,0,0,0,,,0,0,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491478,24868265,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C([O-])=O)C1CCCCC1)C(C)C,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491479,6918493,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491480,82146,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491481,443874,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491482,3052776,C#CCN[C@@H]1CCC2=CC=CC=C12,C#CCN[C@@H]1CCc2ccccc21,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491483,65906,CN(C1CCN(CC1)C1=NC2=CC=CC=C2N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0,0,0,0,,,0,0,,1,,1,,1,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491484,5464343,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0,0,0,0,,,0,0,,0,,1,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491485,208898,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491486,151171,CC1=NC2=C(N1)C1=C(C=CC=C1)N(CC2)C(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C2=CC=CC=C2)C=C1,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491487,60753,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491488,133021,CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491489,3033825,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491490,5480431,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
SMSSF-0491491,4494,COC(=O)C1=C(NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,,,0,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0
